Date,Open,High,Low,Close,Adj Close,Volume
2021-06-10,52.715000,54.250000,52.500000,54.180000,54.180000,58603400
2021-06-11,54.209999,54.619999,53.880001,54.610001,54.610001,34169400
2021-06-14,54.820000,56.185001,54.250000,56.139999,56.139999,45411600
2021-06-15,56.009998,56.169998,54.730000,55.099998,55.099998,45054000
2021-06-16,55.310001,55.834999,52.759998,54.509998,54.509998,78889000
2021-06-17,53.980000,57.040001,53.965000,56.544998,56.544998,72161800
2021-06-18,55.705002,56.290001,54.840000,55.195000,55.195000,71447200
2021-06-21,55.314999,56.400002,54.195000,56.205002,56.205002,53854200
2021-06-22,56.154999,58.025002,55.985001,57.775002,57.775002,51789400
2021-06-23,57.785000,58.480000,57.465000,57.875000,57.875000,46998400
2021-06-24,58.869999,59.744999,58.595001,58.939999,58.939999,46836200
2021-06-25,59.244999,59.375000,58.424999,58.755001,58.755001,43496600
2021-06-28,59.384998,60.939999,59.369999,60.834999,60.834999,44393800
2021-06-29,60.779999,61.540001,60.334999,61.520000,61.520000,37280000
2021-06-30,61.445000,61.650002,60.924999,61.250000,61.250000,40273400
2021-07-01,61.040001,61.570000,60.325001,61.279999,61.279999,41917400
2021-07-02,62.320000,63.575001,62.189999,63.360001,63.360001,46751000
2021-07-06,63.724998,64.379997,62.250000,64.209999,64.209999,54799800
2021-07-07,65.449997,65.610001,63.549999,64.620003,64.620003,57637800
2021-07-08,61.845001,63.930000,61.119999,63.500000,63.500000,76262200
2021-07-09,63.139999,64.900002,62.814999,64.574997,64.574997,46437800
2021-07-12,65.400002,65.644997,64.529999,65.385002,65.385002,43563000
2021-07-13,65.190002,67.035004,64.904999,65.349998,65.349998,59725000
2021-07-14,66.680000,67.040001,65.275002,65.705002,65.705002,68021400
2021-07-15,65.705002,65.790001,63.230000,64.345001,64.345001,68596400
2021-07-16,64.830002,65.355003,62.584999,62.764999,62.764999,63701400
2021-07-19,60.904999,61.500000,59.834999,61.259998,61.259998,101143200
2021-07-20,61.720001,64.150002,60.775002,63.279999,63.279999,60772400
2021-07-21,63.154999,64.794998,63.000000,64.724998,64.724998,40881600
2021-07-22,64.925003,66.099998,64.919998,66.084999,66.084999,47478800
2021-07-23,66.849998,68.555000,66.144997,68.279999,68.279999,51949200
2021-07-26,68.010002,68.785004,67.519997,68.565002,68.565002,42988800
2021-07-27,68.415001,68.415001,63.915001,66.324997,66.324997,89391000
2021-07-28,66.930000,67.930000,65.635002,67.050003,67.050003,71970200
2021-07-29,66.739998,68.059998,66.735001,67.379997,67.379997,44319200
2021-07-30,65.175003,66.675003,65.135002,66.370003,66.370003,56559400
2021-08-02,67.269997,67.595001,66.010002,66.349998,66.349998,54560000
2021-08-03,66.720001,67.599998,64.925003,67.504997,67.504997,63417800
2021-08-04,67.544998,68.379997,66.900002,67.839996,67.839996,48428400
2021-08-05,68.279999,69.239998,67.900002,69.114998,69.114998,38670200
2021-08-06,68.394997,68.964996,67.580002,68.214996,68.214996,43153000
2021-08-09,68.455002,68.889999,67.839996,68.580002,68.580002,34210800
2021-08-10,68.885002,69.055000,66.860001,67.555000,67.555000,53081200
2021-08-11,68.250000,68.525002,66.419998,67.190002,67.190002,46594000
2021-08-12,66.904999,68.099998,66.120003,67.889999,67.889999,39745400
2021-08-13,68.089996,68.805000,67.815002,68.570000,68.570000,36644800
2021-08-16,67.970001,68.714996,65.750000,68.690002,68.690002,61229200
2021-08-17,67.105003,67.675003,65.485001,66.885002,66.885002,83197600
2021-08-18,66.550003,67.360001,64.754997,64.940002,64.940002,65042400
2021-08-19,63.869999,66.800003,63.724998,65.864998,65.864998,81623800
2021-08-20,66.474998,68.135002,66.290001,67.900002,67.900002,62541200
2021-08-23,68.514999,71.349998,68.500000,70.925003,70.925003,48266200
2021-08-24,71.305000,71.970001,71.035004,71.625000,71.625000,36343400
2021-08-25,71.745003,72.199997,71.315002,71.705002,71.705002,38063600
2021-08-26,71.334999,71.754997,70.220001,70.489998,70.489998,53502400
2021-08-27,70.845001,72.800003,70.570000,72.550003,72.550003,46160000
2021-08-30,73.000000,75.260002,72.974998,74.955002,74.955002,45635200
2021-08-31,75.110001,75.150002,73.845001,74.745003,74.745003,45898000
2021-09-01,75.415001,76.410004,75.035004,75.154999,75.154999,47784000
2021-09-02,75.974998,76.169998,74.300003,75.050003,75.050003,47519200
2021-09-03,74.349998,75.970001,74.330002,75.724998,75.724998,46600600
2021-09-07,75.775002,76.440002,75.080002,76.035004,76.035004,45185400
2021-09-08,75.904999,75.925003,73.855003,75.254997,75.254997,63423000
2021-09-09,75.364998,76.050003,74.294998,74.449997,74.449997,55286800
2021-09-10,75.500000,75.925003,72.555000,72.775002,72.775002,69217800
2021-09-13,74.144997,74.389999,71.379997,72.610001,72.610001,77774600
2021-09-14,73.474998,73.930000,71.410004,71.985001,71.985001,59629200
2021-09-15,72.245003,73.779999,70.879997,73.580002,73.580002,55892600
2021-09-16,72.775002,74.065002,71.620003,73.724998,73.724998,52615400
2021-09-17,73.449997,73.464996,70.480003,71.120003,71.120003,77325200
2021-09-20,67.709999,68.730003,64.000000,66.745003,66.745003,121913600
2021-09-21,67.690002,68.375000,66.294998,66.830002,66.830002,71700600
2021-09-22,67.430000,69.614998,66.805000,68.785004,68.785004,87669400
2021-09-23,69.455002,71.285004,69.084999,70.695000,70.695000,69369600
2021-09-24,69.360001,71.125000,69.150002,70.894997,70.894997,54775200
2021-09-27,69.105003,69.699997,67.699997,69.184998,69.184998,78355400
2021-09-28,66.570000,66.945000,63.035000,63.415001,63.415001,148823000
2021-09-29,63.980000,65.144997,62.650002,62.994999,62.994999,97530600
2021-09-30,63.889999,64.769997,62.040001,62.285000,62.285000,117312000
2021-10-01,62.625000,64.004997,60.419998,63.419998,63.419998,104354000
2021-10-04,62.549999,62.744999,58.235001,59.520000,59.520000,128618000
2021-10-05,59.985001,63.000000,59.860001,61.810001,61.810001,81306400
2021-10-06,60.130001,63.160000,59.630001,63.029999,63.029999,117495400
2021-10-07,64.660004,66.169998,64.364998,64.735001,64.735001,75407600
2021-10-08,65.334999,65.459999,63.485001,63.740002,63.740002,78566000
2021-10-11,62.930000,64.845001,62.270000,62.325001,62.325001,68107600
2021-10-12,63.084999,63.310001,61.305000,61.689999,61.689999,87201800
2021-10-13,62.889999,63.474998,61.799999,63.134998,63.134998,70460600
2021-10-14,65.055000,66.724998,64.699997,66.620003,66.620003,60875000
2021-10-15,67.300003,67.925003,66.709999,67.855003,67.855003,51429000
2021-10-18,67.125000,70.010002,66.790001,69.889999,69.889999,50438200
2021-10-19,70.519997,71.514999,70.139999,71.425003,71.425003,53225400
2021-10-20,71.745003,72.110001,70.339996,71.199997,71.199997,59354800
2021-10-21,70.720001,72.605003,70.565002,72.474998,72.474998,46050200
2021-10-22,71.735001,72.330002,69.680000,70.639999,70.639999,70124200
2021-10-25,71.495003,73.364998,70.360001,72.760002,72.760002,59475800
2021-10-26,74.160004,75.599998,72.824997,73.440002,73.440002,83987800
2021-10-27,73.779999,75.860001,73.629997,74.019997,74.019997,72534000
2021-10-28,75.154999,76.625000,74.699997,76.449997,76.449997,65368800
2021-10-29,74.595001,77.699997,74.389999,77.580002,77.580002,67257200
2021-11-01,77.900002,78.464996,76.589996,78.345001,78.345001,65022800
2021-11-02,78.014999,79.684998,77.980003,79.389999,79.389999,60085600
2021-11-03,79.669998,82.160004,79.035004,81.910004,81.910004,72605200
2021-11-04,82.714996,85.675003,82.364998,84.964996,84.964996,80439800
2021-11-05,86.230003,86.830002,84.364998,85.279999,85.279999,85252800
2021-11-08,85.250000,85.949997,84.529999,84.930000,84.930000,56459800
2021-11-09,85.625000,85.894997,82.285004,83.180000,83.180000,88118800
2021-11-10,81.360001,83.199997,78.250000,79.535004,79.535004,96976800
2021-11-11,81.375000,81.495003,79.949997,80.180000,80.180000,57719000
2021-11-12,80.904999,83.035004,79.875000,82.724998,82.724998,63820400
2021-11-15,83.455002,83.654999,81.044998,82.699997,82.699997,69729200
2021-11-16,82.144997,84.705002,82.029999,84.410004,84.410004,51590800
2021-11-17,84.605003,85.845001,83.894997,84.510002,84.510002,57968000
2021-11-18,85.839996,87.449997,84.385002,87.095001,87.095001,86841600
2021-11-19,88.214996,89.434998,87.660004,88.570000,88.570000,64607200
2021-11-22,89.644997,91.680000,85.430000,85.500000,85.500000,89522400
2021-11-23,84.724998,86.084999,81.394997,84.334999,84.334999,113012800
2021-11-24,82.654999,85.279999,81.165001,85.114998,85.114998,99120800
2021-11-26,83.389999,84.320000,79.360001,80.419998,80.419998,88841200
2021-11-29,83.099998,86.080002,82.665001,85.415001,85.415001,79466000
2021-11-30,84.839996,86.394997,80.355003,81.745003,81.745003,151293000
2021-12-01,84.430000,85.809998,77.235001,77.550003,77.550003,151275600
2021-12-02,76.709999,80.260002,75.824997,79.010002,79.010002,198216400
2021-12-03,80.000000,80.639999,72.464996,75.040001,75.040001,240286800
2021-12-06,75.294998,77.639999,72.764999,76.794998,76.794998,152414000
2021-12-07,80.885002,84.139999,80.870003,83.720001,83.720001,135289200
2021-12-08,83.945000,85.000000,82.735001,84.885002,84.885002,102621800
2021-12-09,84.074997,85.254997,81.000000,81.220001,81.220001,106401000
2021-12-10,82.885002,83.915001,80.889999,83.735001,83.735001,101537600
2021-12-13,83.735001,83.945000,79.889999,80.135002,80.135002,89572600
2021-12-14,77.059998,78.779999,74.915001,77.750000,77.750000,115466800
2021-12-15,77.480003,83.135002,75.014999,82.894997,82.894997,134530600
2021-12-16,83.504997,83.809998,75.474998,76.570000,76.570000,148110000
2021-12-17,74.415001,77.894997,73.500000,75.400002,75.400002,150010400
2021-12-20,72.510002,73.625000,71.250000,73.144997,73.144997,120933000
2021-12-21,75.080002,78.224998,72.855003,78.035004,78.035004,109562400
2021-12-22,77.790001,81.000000,77.410004,80.820000,80.820000,88611400
2021-12-23,81.084999,83.644997,80.985001,82.739998,82.739998,65654200
2021-12-27,83.544998,86.764999,83.500000,86.695000,86.695000,62981600
2021-12-28,87.379997,87.489998,85.014999,85.675003,85.675003,72412600
2021-12-29,85.654999,86.495003,83.974998,85.540001,85.540001,57747400
2021-12-30,85.385002,86.830002,84.385002,84.739998,84.739998,56635800
2021-12-31,84.315002,85.199997,82.855003,83.165001,83.165001,60248600
2022-01-03,83.915001,85.720001,82.559998,85.565002,85.565002,76505200
2022-01-04,85.915001,85.945000,80.195000,82.239998,82.239998,106648200
2022-01-05,81.190002,81.860001,74.500000,74.675003,74.675003,133245200
2022-01-06,73.514999,76.404999,72.209999,74.470001,74.470001,154226600
2022-01-07,74.449997,75.470001,71.000000,72.035004,72.035004,142713400
2022-01-10,69.175003,72.470001,66.050003,72.300003,72.300003,179217400
2022-01-11,71.714996,75.514999,70.519997,75.480003,75.480003,154326800
2022-01-12,76.985001,77.964996,74.940002,76.339996,76.339996,138371200
2022-01-13,77.129997,77.550003,70.019997,70.800003,70.800003,86765900
2022-01-14,69.089996,72.070000,69.000000,71.870003,71.870003,89225800
2022-01-18,68.489998,69.720001,66.059998,66.690002,66.690002,77660000
2022-01-19,67.360001,68.709999,64.160004,64.370003,64.370003,91642200
2022-01-20,66.019997,68.180000,61.500000,61.880001,61.880001,86098500
2022-01-21,60.619999,62.029999,56.500000,56.669998,56.669998,171027300
2022-01-24,53.849998,57.750000,48.169998,57.490002,57.490002,255084600
2022-01-25,54.150002,56.310001,51.750000,53.250000,53.250000,173749000
2022-01-26,56.990002,58.849998,51.369999,53.150002,53.150002,207838100
2022-01-27,55.400002,56.240002,51.040001,51.560001,51.560001,161764100
2022-01-28,52.400002,56.459999,50.099998,56.369999,56.369999,167016200
2022-01-31,57.049999,62.060001,56.220001,61.830002,61.830002,113751100
2022-02-01,62.419998,63.349998,59.730000,63.009998,63.009998,101845800
2022-02-02,65.220001,65.370003,62.349998,64.500000,64.500000,100815200
2022-02-03,59.320000,61.070000,56.119999,56.740002,56.740002,105575000
2022-02-04,56.869999,60.410000,55.889999,58.700001,58.700001,96534400
2022-02-07,59.070000,60.270000,56.720001,57.369999,57.369999,76956100
2022-02-08,56.799999,59.830002,56.230000,59.320000,59.320000,79296600
2022-02-09,61.560001,63.080002,60.759998,63.000000,63.000000,75537700
2022-02-10,59.310001,62.910000,57.799999,58.820000,58.820000,127143300
2022-02-11,58.779999,59.549999,52.560001,53.279999,53.279999,134255600
2022-02-14,52.900002,54.970001,51.700001,53.430000,53.430000,95062500
2022-02-15,55.830002,57.439999,55.349998,57.299999,57.299999,81722300
2022-02-16,56.270000,57.799999,54.700001,57.290001,57.290001,93090500
2022-02-17,55.639999,56.049999,51.970001,52.209999,52.209999,78835600
2022-02-18,52.590000,52.790001,49.310001,50.439999,50.439999,113082700
2022-02-22,49.040001,51.500000,47.209999,48.880001,48.880001,131438100
2022-02-23,50.240002,50.630001,44.970001,45.139999,45.139999,130460200
2022-02-24,40.759998,49.849998,40.610001,49.560001,49.560001,194867400
2022-02-25,50.000000,52.009998,48.250000,51.910000,51.910000,119186100
2022-02-28,50.459999,53.189999,49.919998,52.459999,52.459999,121700500
2022-03-01,51.919998,52.970001,48.849998,50.040001,50.040001,124072500
2022-03-02,50.669998,53.049999,49.419998,52.430000,52.430000,109747900
2022-03-03,53.750000,53.779999,49.369999,50.240002,50.240002,111944300
2022-03-04,49.169998,49.799999,47.000000,48.090000,48.090000,115695500
2022-03-07,48.049999,48.540001,42.630001,42.720001,42.720001,124876300
2022-03-08,42.389999,46.000000,40.770000,42.130001,42.130001,177968000
2022-03-09,45.400002,47.200001,44.349998,46.639999,46.639999,109537100
2022-03-10,44.900002,45.619999,43.189999,45.139999,45.139999,112787400
2022-03-11,46.340000,46.470001,42.090000,42.340000,42.340000,98669500
2022-03-14,41.810001,43.130001,39.560001,39.860001,39.860001,123132600
2022-03-15,40.869999,43.889999,40.240002,43.549999,43.549999,105703600
2022-03-16,45.160000,48.480000,43.689999,48.439999,48.439999,163087500
2022-03-17,47.590000,50.189999,47.040001,50.060001,50.060001,96030800
2022-03-18,49.459999,53.410000,48.930000,53.169998,53.169998,100576200
2022-03-21,52.860001,53.930000,50.770000,52.790001,52.790001,110547300
2022-03-22,53.070000,56.340000,52.869999,55.910000,55.910000,93344600
2022-03-23,54.560001,56.270000,53.500000,53.549999,53.549999,102749700
2022-03-24,54.430000,57.090000,53.410000,57.020000,57.020000,85575300
2022-03-25,57.040001,57.560001,54.849998,56.930000,56.930000,99394700
2022-03-28,56.919998,59.610001,56.330002,59.520000,59.520000,91703700
2022-03-29,61.520000,62.959999,60.139999,62.570000,62.570000,102006700
2022-03-30,61.680000,62.540001,59.799999,60.689999,60.689999,83909400
2022-03-31,60.639999,60.830002,57.900002,58.180000,58.180000,84049400
2022-04-01,58.430000,58.820000,56.400002,57.930000,57.930000,87985000
2022-04-04,58.380001,61.549999,58.230000,61.549999,61.549999,68757500
2022-04-05,60.820000,61.160000,56.860001,57.480000,57.480000,86048800
2022-04-06,54.820000,55.369999,52.400002,53.700001,53.700001,148429900
2022-04-07,53.230000,55.090000,51.580002,54.049999,54.049999,114827000
2022-04-08,53.220001,53.590000,51.500000,51.840000,51.840000,101915700
