,open,high,low,close,adjclose,volume,ticker
2020-12-29,45.587501525878906,45.849998474121094,44.70249938964844,45.10499954223633,45.10499954223633,60571200,TQQQ
2020-12-30,45.61249923706055,45.75,44.817501068115234,45.09749984741211,45.09749984741211,52403600,TQQQ
2020-12-31,45.067501068115234,45.619998931884766,44.58250045776367,45.45000076293945,45.45000076293945,53354000,TQQQ
2021-01-04,46.02000045776367,46.09749984741211,41.70750045776367,43.462501525878906,43.462501525878906,98736000,TQQQ
2021-01-05,43.06999969482422,44.63999938964844,43.06999969482422,44.5525016784668,44.5525016784668,59356400,TQQQ
2021-01-06,42.474998474121094,44.584999084472656,42.05500030517578,42.709999084472656,42.709999084472656,105365200,TQQQ
2021-01-07,43.842498779296875,46.162498474121094,43.837501525878906,45.79499816894531,45.79499816894531,61847600,TQQQ
2021-01-08,46.82749938964844,47.720001220703125,45.849998474121094,47.56999969482422,47.56999969482422,76407600,TQQQ
2021-01-11,46.20249938964844,46.73500061035156,45.20249938964844,45.467498779296875,45.467498779296875,70162800,TQQQ
2021-01-12,45.529998779296875,46.002498626708984,44.099998474121094,45.27000045776367,45.27000045776367,73015600,TQQQ
2021-01-13,45.39250183105469,46.54750061035156,45.125,46.150001525878906,46.150001525878906,54375200,TQQQ
2021-01-14,46.375,46.834999084472656,45.2400016784668,45.4474983215332,45.4474983215332,59118000,TQQQ
2021-01-15,45.352500915527344,45.782501220703125,43.77000045776367,44.342498779296875,44.342498779296875,70846000,TQQQ
2021-01-19,45.36249923706055,46.51750183105469,44.900001525878906,46.26499938964844,46.26499938964844,60483600,TQQQ
2021-01-20,47.9275016784668,49.942501068115234,47.76499938964844,49.4900016784668,49.4900016784668,60868000,TQQQ
2021-01-21,50.125,51.06999969482422,49.5,50.720001220703125,50.720001220703125,46084200,TQQQ
2021-01-22,50.20500183105469,50.7599983215332,49.939998626708984,50.2599983215332,50.2599983215332,40939400,TQQQ
2021-01-25,51.880001068115234,52.53499984741211,48.400001525878906,51.654998779296875,51.654998779296875,76585200,TQQQ
2021-01-26,51.86000061035156,52.290000915527344,51.09000015258789,51.709999084472656,51.709999084472656,45484400,TQQQ
2021-01-27,50.630001068115234,50.650001525878906,46.5,47.540000915527344,47.540000915527344,94450400,TQQQ
2021-01-28,47.94499969482422,50.5,47.67499923706055,48.2400016784668,48.2400016784668,45010800,TQQQ
2021-01-29,47.45000076293945,47.959999084472656,44.375,45.23500061035156,45.23500061035156,92139200,TQQQ
