Date,Open,High,Low,Close,Adj Close,Volume
2021-03-03,55.110001,56.200001,54.595001,54.645000,54.520061,3139800
2021-03-04,54.744999,55.689999,50.849998,52.884998,52.764080,5610600
2021-03-05,54.384998,56.200001,52.049999,55.764999,55.637501,5716400
2021-03-08,56.619999,59.235001,56.110001,57.424999,57.293701,5290800
2021-03-09,58.035000,59.290001,57.520000,57.605000,57.473293,3186600
2021-03-10,58.669998,60.654999,58.599998,60.185001,60.047398,4312400
2021-03-11,60.900002,62.174999,60.424999,61.244999,61.104969,2951000
2021-03-12,61.470001,63.020000,61.345001,62.990002,62.845982,2922600
2021-03-15,63.435001,64.035004,62.064999,63.930000,63.783829,3786800
2021-03-16,63.794998,63.880001,62.915001,63.230000,63.085430,2332400
2021-03-17,63.430000,64.474998,62.939999,64.279999,64.133026,2533600
2021-03-18,64.055000,65.550003,63.230000,63.505001,63.359806,4206200
2021-03-19,63.195000,63.195000,61.330002,61.904999,61.763458,3293800
2021-03-22,61.544998,63.060001,61.369999,62.639999,62.496780,2162800
2021-03-23,62.064999,62.705002,60.419998,60.799999,60.718178,2693200
2021-03-24,61.465000,62.830002,60.779999,60.805000,60.723171,2568400
2021-03-25,59.990002,62.185001,58.799999,61.915001,61.831676,4213400
2021-03-26,62.794998,64.605003,62.230000,64.425003,64.338303,4116200
2021-03-29,63.680000,65.550003,63.485001,65.080002,64.992424,3926400
2021-03-30,64.745003,65.044998,63.950001,64.514999,64.428177,2898400
2021-03-31,64.440002,65.055000,64.040001,64.169998,64.083649,2623200
2021-04-01,64.550003,65.014999,63.924999,64.925003,64.837631,2236400
2021-04-05,66.410004,67.699997,66.385002,67.144997,67.054634,2405200
2021-04-06,66.815002,67.269997,66.269997,66.599998,66.510368,1780600
2021-04-07,66.480003,67.114998,66.080002,66.595001,66.505379,1563800
2021-04-08,66.540001,67.050003,66.040001,67.029999,66.939789,2187200
2021-04-09,67.419998,68.834999,67.224998,68.735001,68.642502,2091400
2021-04-12,68.375000,68.699997,67.974998,68.485001,68.392838,1735400
2021-04-13,67.970001,68.430000,67.235001,68.050003,67.958427,2368400
2021-04-14,68.040001,69.445000,68.010002,68.489998,68.397827,2579200
2021-04-15,69.320000,70.400002,69.320000,70.250000,70.155457,1548000
2021-04-16,71.125000,71.540001,70.650002,71.245003,71.149117,1823600
2021-04-19,70.714996,70.830002,69.805000,70.495003,70.400131,2284200
2021-04-20,69.665001,69.945000,68.019997,68.875000,68.782310,2284400
2021-04-21,68.559998,70.910004,68.510002,70.794998,70.699722,2068200
2021-04-22,70.680000,70.724998,68.175003,68.779999,68.687439,3331200
2021-04-23,68.605003,70.919998,68.230003,70.169998,70.075562,2086000
2021-04-26,70.665001,70.864998,69.599998,69.910004,69.815926,1698600
2021-04-27,69.739998,70.205002,69.154999,69.860001,69.765984,1372200
2021-04-28,69.500000,69.625000,68.735001,68.910004,68.817268,1726600
2021-04-29,69.860001,70.449997,68.339996,70.290001,70.195404,2319600
2021-04-30,69.275002,69.695000,68.589996,69.250000,69.156799,2050400
2021-05-03,70.355003,71.250000,70.260002,70.620003,70.524963,1727600
2021-05-04,69.910004,70.790001,68.434998,70.760002,70.664772,3396000
2021-05-05,71.294998,71.934998,70.129997,71.309998,71.214027,2294200
2021-05-06,71.705002,73.410004,71.084999,73.370003,73.271263,2730200
2021-05-07,73.139999,75.080002,72.879997,74.839996,74.739281,2584400
2021-05-10,75.730003,76.885002,74.639999,74.750000,74.649406,3027800
2021-05-11,72.945000,73.095001,70.339996,71.635002,71.538605,4915200
2021-05-12,70.750000,71.184998,67.089996,67.315002,67.224419,4406400
2021-05-13,67.449997,70.900002,67.449997,69.934998,69.840881,4166800
2021-05-14,71.095001,72.699997,70.849998,72.315002,72.217674,3194400
2021-05-17,71.654999,72.199997,70.904999,71.894997,71.798241,1991400
2021-05-18,72.050003,72.425003,70.154999,70.285004,70.190414,1959200
2021-05-19,68.084999,69.300003,66.629997,69.275002,69.181770,4320200
2021-05-20,69.489998,71.379997,69.209999,70.485001,70.390144,2111600
2021-05-21,71.449997,72.544998,70.820000,71.290001,71.194061,2648800
2021-05-24,72.135002,72.925003,71.940002,72.504997,72.407425,1828600
2021-05-25,72.959999,73.160004,71.650002,71.989998,71.893120,1340200
2021-05-26,72.260002,72.580002,71.669998,72.040001,71.943047,845400
2021-05-27,73.320000,73.839996,72.410004,72.830002,72.731987,1482800
2021-05-28,74.010002,74.050003,73.370003,73.540001,73.441032,1064300
2021-06-01,75.370003,75.419998,73.500000,73.720001,73.620796,1282600
2021-06-02,74.250000,74.599998,73.599998,73.930000,73.830505,1230200
2021-06-03,72.849998,74.349998,72.169998,73.779999,73.680710,1188800
2021-06-04,74.440002,75.010002,74.089996,74.949997,74.849129,1182300
2021-06-07,75.320000,75.370003,73.730003,74.059998,73.960335,1296600
2021-06-08,74.169998,74.309998,72.930000,73.919998,73.820518,1366100
2021-06-09,74.080002,74.279999,72.860001,72.970001,72.871796,1353900
2021-06-10,74.059998,74.809998,72.930000,73.120003,73.021606,1612600
2021-06-11,73.699997,74.050003,72.160004,73.089996,72.991638,1174800
2021-06-14,72.970001,72.970001,71.459999,72.629997,72.532257,1483900
2021-06-15,72.680000,72.769997,71.379997,72.099998,72.002968,1178900
2021-06-16,72.029999,72.190002,69.580002,70.320000,70.225365,2453200
2021-06-17,70.260002,70.709999,67.800003,69.080002,68.987045,3665800
2021-06-18,66.709999,67.300003,65.709999,65.790001,65.701462,5371300
2021-06-21,67.230003,69.489998,66.739998,69.320000,69.226707,3294100
2021-06-22,69.279999,70.269997,68.459999,69.730003,69.672348,2252400
2021-06-23,69.790001,70.129997,69.209999,69.220001,69.162766,2262900
2021-06-24,70.400002,71.440002,70.230003,71.250000,71.191086,2561500
2021-06-25,72.279999,73.089996,71.930000,72.790001,72.729813,2437800
2021-06-28,72.739998,72.750000,71.089996,71.730003,71.670692,2923400
2021-06-29,72.470001,72.940002,71.610001,71.779999,71.720642,2143400
2021-06-30,71.449997,73.400002,71.449997,73.080002,73.019577,2301100
2021-07-01,73.570000,73.970001,73.040001,73.919998,73.858879,1637300
2021-07-02,74.379997,75.180000,73.809998,74.959999,74.898018,1946400
2021-07-06,74.839996,75.059998,72.150002,73.599998,73.539139,2911200
2021-07-07,73.449997,74.410004,72.669998,74.260002,74.198593,2620900
2021-07-08,71.510002,73.040001,70.809998,72.680000,72.619904,3349300
2021-07-09,74.050003,75.570000,73.570000,75.419998,75.357635,2456700
2021-07-12,74.919998,76.389999,74.489998,76.300003,76.236916,3828800
2021-07-13,75.889999,76.379997,75.440002,75.580002,75.517509,4031700
2021-07-14,76.320000,76.650002,75.150002,75.820000,75.757301,2400000
2021-07-15,74.820000,76.180000,74.639999,76.139999,76.077042,1859100
2021-07-16,76.800003,76.800003,73.930000,74.150002,74.088692,1999700
2021-07-19,71.010002,71.480003,68.160004,69.709999,69.652359,6427100
2021-07-20,70.010002,73.620003,69.699997,72.989998,72.929649,3619000
2021-07-21,74.180000,74.900002,73.790001,74.809998,74.748138,1833000
2021-07-22,74.680000,75.309998,73.949997,74.980003,74.918007,1746100
2021-07-23,76.080002,76.699997,75.589996,76.500000,76.436745,1933600
2021-07-26,76.059998,77.019997,75.750000,77.010002,76.946320,1824000
2021-07-27,76.050003,76.500000,75.239998,76.459999,76.396774,3412300
2021-07-28,76.779999,76.900002,75.230003,75.639999,75.577454,3334000
2021-07-29,76.669998,77.150002,76.300003,76.599998,76.536659,2078600
2021-07-30,75.970001,76.720001,75.180000,75.680000,75.617424,1880300
2021-08-02,76.309998,77.269997,74.769997,74.980003,74.918007,3067800
2021-08-03,75.430000,76.800003,74.150002,76.790001,76.726501,3662400
2021-08-04,75.760002,76.080002,74.639999,74.699997,74.638229,4106300
2021-08-05,75.239998,76.370003,75.099998,76.360001,76.296860,2051300
2021-08-06,77.019997,77.589996,76.930000,77.320000,77.256065,2171500
2021-08-09,76.989998,77.309998,76.320000,76.680000,76.616592,1441100
2021-08-10,76.879997,77.870003,76.629997,77.760002,77.695702,1848800
2021-08-11,78.529999,79.320000,78.370003,79.199997,79.134506,2260900
2021-08-12,79.370003,79.419998,78.389999,79.400002,79.334343,1794000
2021-08-13,79.779999,80.150002,79.220001,79.470001,79.404289,1903700
2021-08-16,78.800003,80.279999,77.639999,80.250000,80.183647,2935500
2021-08-17,78.529999,78.989998,76.879997,78.389999,78.325180,3478600
2021-08-18,77.629997,78.570000,75.800003,75.940002,75.877213,3126800
2021-08-19,74.110001,76.169998,74.080002,75.480003,75.417595,4488800
2021-08-20,75.620003,77.389999,75.290001,77.010002,76.946320,2596700
2021-08-23,78.180000,79.070000,78.169998,78.500000,78.435097,1652000
2021-08-24,78.910004,79.190002,78.610001,78.699997,78.634926,1354600
2021-08-25,78.730003,79.550003,78.129997,78.980003,78.914696,1726200
2021-08-26,79.220001,79.519997,77.559998,77.650002,77.585793,2527300
2021-08-27,77.970001,79.400002,77.949997,79.250000,79.184471,2448600
2021-08-30,79.459999,79.639999,78.739998,78.919998,78.854744,1728100
2021-08-31,78.680000,79.370003,78.279999,78.739998,78.674889,1458500
2021-09-01,79.010002,79.040001,78.339996,78.510002,78.445084,1976400
2021-09-02,79.320000,79.580002,78.739998,79.360001,79.294380,1515100
2021-09-03,78.599998,79.230003,78.180000,78.889999,78.824768,1677800
2021-09-07,78.550003,78.559998,76.779999,77.099998,77.036247,2855600
2021-09-08,76.680000,77.559998,75.900002,76.620003,76.556648,2546400
2021-09-09,76.510002,77.750000,75.410004,75.699997,75.637405,2958500
2021-09-10,76.959999,77.199997,73.870003,73.989998,73.928810,3995900
2021-09-13,75.389999,76.019997,74.449997,75.589996,75.527489,2692900
2021-09-14,76.309998,76.430000,73.279999,73.809998,73.748970,5013800
2021-09-15,73.730003,75.660004,73.339996,75.269997,75.207756,2794400
2021-09-16,75.330002,76.080002,73.449997,74.809998,74.748138,2751500
2021-09-17,74.440002,75.000000,73.309998,73.709999,73.649048,3331300
2021-09-20,70.220001,71.459999,67.519997,69.760002,69.702316,6463700
2021-09-21,70.930000,71.949997,69.449997,69.529999,69.472504,4307200
2021-09-22,70.760002,72.690002,70.300003,71.559998,71.517288,4252400
2021-09-23,73.000000,75.419998,72.830002,74.760002,74.715378,3035500
2021-09-24,74.019997,75.279999,73.930000,74.940002,74.895271,1933200
2021-09-27,75.190002,76.629997,75.120003,75.410004,75.364990,2236700
2021-09-28,74.550003,74.889999,71.379997,71.720001,71.677193,4411200
2021-09-29,72.300003,73.430000,71.680000,72.250000,72.206879,3335500
2021-09-30,73.050003,73.290001,68.669998,68.769997,68.728951,6472400
2021-10-01,69.849998,72.739998,68.410004,71.779999,71.737152,4941200
2021-10-04,71.400002,72.300003,68.550003,69.769997,69.728355,4425300
2021-10-05,70.449997,72.750000,70.040001,71.680000,71.637215,3255100
2021-10-06,69.949997,72.400002,68.760002,72.309998,72.266838,5208500
2021-10-07,74.019997,75.849998,73.959999,74.480003,74.435547,2891700
2021-10-08,74.709999,75.040001,73.820000,74.470001,74.425552,2528000
2021-10-11,74.500000,75.709999,72.730003,72.800003,72.756554,3096400
2021-10-12,73.169998,73.500000,71.650002,72.050003,72.006996,2776500
2021-10-13,72.160004,72.500000,70.360001,72.129997,72.086945,3880900
2021-10-14,74.220001,75.440002,73.790001,75.360001,75.315018,2704400
2021-10-15,77.040001,78.029999,76.589996,77.900002,77.853508,2549900
2021-10-18,76.870003,78.050003,76.139999,77.629997,77.583664,2150900
2021-10-19,78.400002,78.949997,77.820000,78.949997,78.902870,1907000
2021-10-20,79.000000,80.330002,78.910004,79.959999,79.912270,2002500
2021-10-21,79.550003,79.980003,78.800003,79.919998,79.872299,2211700
2021-10-22,79.900002,81.029999,79.470001,80.419998,80.371994,3203100
2021-10-25,80.849998,81.199997,80.120003,80.989998,80.941658,2344200
2021-10-26,81.660004,81.900002,80.839996,80.900002,80.851715,2755700
2021-10-27,81.300003,81.470001,79.209999,79.230003,79.182709,2720200
2021-10-28,79.720001,80.800003,79.720001,80.779999,80.731781,2756200
2021-10-29,80.279999,81.580002,80.120003,81.360001,81.311440,3521300
2021-11-01,82.220001,82.620003,81.209999,82.000000,81.951057,2398000
2021-11-02,82.190002,83.180000,81.750000,82.949997,82.900482,1748500
2021-11-03,82.500000,83.830002,81.830002,83.680000,83.630051,2607700
2021-11-04,83.489998,83.699997,82.480003,83.489998,83.440163,2688900
2021-11-05,84.610001,85.980003,83.879997,84.870003,84.819344,4358100
2021-11-08,86.059998,86.480003,84.870003,85.599998,85.548904,2016100
2021-11-09,85.440002,85.540001,83.800003,84.820000,84.769371,2683400
2021-11-10,84.269997,85.120003,82.720001,83.279999,83.230293,3259400
2021-11-11,83.360001,83.389999,82.099998,82.169998,82.120949,1960900
2021-11-12,83.000000,83.699997,82.230003,83.389999,83.340225,2116600
2021-11-15,84.309998,84.379997,82.970001,83.349998,83.300247,2020300
2021-11-16,83.750000,84.940002,83.669998,83.809998,83.759972,2393800
2021-11-17,83.449997,83.580002,82.169998,82.379997,82.330826,2645100
2021-11-18,82.470001,82.489998,80.489998,82.059998,82.011017,2894600
2021-11-19,81.459999,81.470001,79.779999,80.169998,80.122147,3629000
2021-11-22,81.209999,82.389999,80.279999,80.349998,80.302040,4041000
2021-11-23,80.349998,81.790001,79.750000,81.610001,81.561287,4375900
2021-11-24,80.230003,81.669998,80.040001,81.570000,81.521309,4336300
2021-11-26,76.309998,77.070000,74.269997,75.480003,75.434952,6599800
2021-11-29,77.699997,77.820000,75.330002,76.889999,76.844109,5156700
2021-11-30,75.199997,76.010002,72.309998,72.639999,72.596642,11685900
2021-12-01,74.620003,76.120003,69.779999,69.870003,69.828300,9738600
2021-12-02,70.680000,74.459999,70.269997,73.839996,73.795921,9545000
2021-12-03,74.440002,74.849998,71.370003,73.389999,73.346191,10684500
2021-12-06,75.300003,78.339996,75.019997,77.580002,77.533699,6811600
2021-12-07,79.650002,81.400002,79.529999,80.790001,80.741776,4730100
2021-12-08,81.089996,81.589996,79.940002,81.000000,80.951653,3249100
2021-12-09,80.120003,81.800003,79.860001,81.050003,81.001625,3194000
2021-12-10,82.059998,82.559998,80.730003,82.480003,82.430771,3574500
2021-12-13,81.949997,82.330002,80.000000,80.349998,80.302040,3316400
2021-12-14,79.360001,81.209999,78.889999,79.709999,79.662422,4397900
2021-12-15,79.459999,82.250000,78.540001,82.160004,82.110962,6256300
2021-12-16,83.129997,83.970001,81.120003,81.900002,81.851120,5548500
2021-12-17,80.260002,80.620003,77.730003,78.330002,78.283249,7830200
2021-12-20,75.559998,75.690002,73.639999,75.449997,75.404961,9110500
2021-12-21,77.330002,79.129997,76.900002,79.040001,78.992821,5560600
2021-12-22,79.110001,80.849998,78.599998,80.779999,80.731781,3103400
2021-12-23,81.290001,82.730003,81.169998,81.980003,81.931068,2736800
2021-12-27,82.320000,84.410004,82.199997,84.389999,84.339630,2531400
2021-12-28,84.440002,85.930000,84.379997,85.099998,85.049202,3652000
2021-12-29,85.110001,86.279999,84.970001,85.709999,85.658844,3275800
2021-12-30,86.309998,87.050003,84.839996,85.070000,85.019226,3090500
2021-12-31,84.779999,85.629997,84.360001,84.610001,84.559502,2578500
